,ISBN,bookAuthor,author_gender,birthplace
41264,425155943,Robin Cook,male, United States  
41265,316155101,Robin Cook,male, United States  
41266,399133186,Robin Cook,male, United States  
41267,425119653,Robin Cook,male, United States  
41268,399148760,Robin Cook,male, United States  
41269,451082028,Robin Cook,male, United States  
41270,425125467,Robin Cook,male, United States  
41271,042510687X,Robin Cook,male, United States  
41272,425145638,Robin Cook,male, United States  
41273,9500416387,Robin Cook,male, United States  
41274,451159497,Robin Cook,male, United States  
41275,425155404,Robin Cook,male, United States  
41276,399141065,Robin Cook,male, United States  
41277,399144714,Robin Cook,male, United States  
41278,425151867,Robin Cook,male, United States  
41279,042518286X,Robin Cook,male, United States  
41280,425136191,Robin Cook,male, United States  
41281,451119932,Robin Cook,male, United States  
41282,425113884,Robin Cook,male, United States  
41283,399139710,Robin Cook,male, United States  
41284,451141083,Robin Cook,male, United States  
41285,425140946,Robin Cook,male, United States  
41286,8408010468,Robin Cook,male, United States  
41287,1568652860,Robin Cook,male, United States  
41288,042517638X,Robin Cook,male, United States  
41289,425131769,Robin Cook,male, United States  
41290,451157974,Robin Cook,male, United States  
41291,425172996,Robin Cook,male, United States  
41292,451159535,Robin Cook,male, United States  
41293,451157281,Robin Cook,male, United States  
41294,399136452,Robin Cook,male, United States  
41295,425155064,Robin Cook,male, United States  
41296,039914207X,Robin Cook,male, United States  
41297,399137718,Robin Cook,male, United States  
41298,039913879X,Robin Cook,male, United States  
41299,225317114X,Robin Cook,male, United States  
41300,606060510,Robin Cook,male, United States  
41301,425167097,Robin Cook,male, United States  
41302,399134026,Robin Cook,male, United States  
41303,451176235,Robin Cook,male, United States  
41304,451155076,Robin Cook,male, United States  
41305,451176227,Robin Cook,male, United States  
41306,451160339,Robin Cook,male, United States  
41307,399139648,Robin Cook,male, United States  
41308,399131876,Robin Cook,male, United States  
41309,2253055751,Robin Cook,male, United States  
41310,451112601,Robin Cook,male, United States  
41311,3442434475,Robin Cook,male, United States  
41312,2253170828,Robin Cook,male, United States  
41313,2253040738,Robin Cook,male, United States  
41314,451176219,Robin Cook,male, United States  
41315,451129504,Robin Cook,male, United States  
41316,3442431360,Robin Cook,male, United States  
41317,9500419335,Robin Cook,male, United States  
41318,399126376,Robin Cook,male, United States  
41319,451132963,Robin Cook,male, United States  
41320,451165551,Robin Cook,male, United States  
41321,8478882472,Robin Cook,male, United States  
41322,451176251,Robin Cook,male, United States  
41323,344242447X,Robin Cook,male, United States  
41324,399135758,Robin Cook,male, United States  
41325,399125639,Robin Cook,male, United States  
41326,3442352207,Robin Cook,male, United States  
41327,9507424202,Robin Cook,male, United States  
41328,399138765,Robin Cook,male, United States  
41329,399123288,Robin Cook,male, United States  
41330,451207394,Robin Cook,male, United States  
41331,399134816,Robin Cook,male, United States  
41332,425174204,Robin Cook,male, United States  
41334,2253171689,Robin Cook,male, United States  
41335,2253172324,Robin Cook,male, United States  
41336,2266071319,Robin Cook,male, United States  
41337,2253076902,Robin Cook,male, United States  
41338,2253076619,Robin Cook,male, United States  
41339,2253059463,Robin Cook,male, United States  
41340,2253047147,Robin Cook,male, United States  
41341,2253076228,Robin Cook,male, United States  
41342,3442433126,Robin Cook,male, United States  
41343,671692690,Robin Cook,male, United States  
41344,451097459,Robin Cook,male, United States  
41345,2226093753,Robin Cook,male, United States  
41346,816143161,Robin Cook,male, United States  
41347,1568494904,Robin Cook,male, United States  
41348,671729721,Robin Cook,male, United States  
41349,831743859,Robin Cook,male, United States  
41350,3442423252,Robin Cook,male, United States  
41351,B00006I4K5,Robin Cook,male, United States  
41352,039912764X,Robin Cook,male, United States  
41353,451154282,Robin Cook,male, United States  
41354,451154924,Robin Cook,male, United States  
41355,399142274,Robin Cook,male, United States  
41356,3442424488,Robin Cook,male, United States  
41357,3404120345,Robin Cook,male, United States  
41358,399129669,Robin Cook,male, United States  
41359,681565918,Robin Cook,male, United States  
41360,671755838,Robin Cook,male, United States  
41361,2253076414,Robin Cook,male, United States  
41362,2253031437,Robin Cook,male, United States  
41363,2253050687,Robin Cook,male, United States  
41364,613216792,Robin Cook,male, United States  
41365,1559273623,Robin Cook,male, United States  
41366,425126994,Robin Cook,male, United States  
41367,344235157X,Robin Cook,male, United States  
41368,3442552389,Robin Cook,male, United States  
41369,785796045,Robin Cook,male, United States  
41371,840149284X,Robin Cook,male, United States  
41372,451176243,Robin Cook,male, United States  
41373,671868713,Ann Rule,female, United States    
41376,067169071X,Ann Rule,female, United States    
41379,671769200,Ann Rule,female, United States    
41382,067179356X,Ann Rule,female, United States    
41385,451203267,Ann Rule,female, United States    
41388,671001132,Ann Rule,female, United States    
41391,671793535,Ann Rule,female, United States    
41394,671868691,Ann Rule,female, United States    
41397,671793543,Ann Rule,female, United States    
41400,671527886,Ann Rule,female, United States    
41403,671793578,Ann Rule,female, United States    
41406,743448677,Ann Rule,female, United States    
41409,451160436,Ann Rule,female, United States    
41412,451166876,Ann Rule,female, United States    
41415,451164938,Ann Rule,female, United States    
41418,451165594,Ann Rule,female, United States    
41421,2253172677,Ann Rule,female, United States    
41424,451166604,Ann Rule,female, United States    
41427,451167570,Ann Rule,female, United States    
41430,671025333,Ann Rule,female, United States    
41433,743202988,Ann Rule,female, United States    
41436,684810484,Ann Rule,female, United States    
41439,451166884,Ann Rule,female, United States    
41442,393050297,Ann Rule,female, United States    
41445,451154770,Ann Rule,female, United States    
41448,451155513,Ann Rule,female, United States    
41451,451137116,Ann Rule,female, United States    
41454,684810476,Ann Rule,female, United States    
41457,453005403,Ann Rule,female, United States    
41460,671690701,Ann Rule,female, United States    
41463,739439170,Ann Rule,female, United States    
41466,451128966,Ann Rule,female, United States    
41469,451158725,Ann Rule,female, United States    
41472,B00016560C,Ann Rule,female, United States    
41475,671688359,Ann Rule,female, United States    
41478,451164962,Ann Rule,female, United States    
41481,B00016560M,Ann Rule,female, United States    
41484,1568656335,Ann Rule,female, United States    
41487,451165608,Ann Rule,female, United States    
41490,743527569,Ann Rule,female, United States    
41493,073941478X,Ann Rule,female, United States    
41496,345369947,Anne Rice,female, United States    
41502,3442098424,Anne Rice,female, United States    
41508,345422392,Anne Rice,female, United States    
41514,345367898,Anne Rice,female, United States    
41520,375411992,Anne Rice,female, United States    
41526,345422384,Anne Rice,female, United States    
41532,345337662,Anne Rice,female, United States    
41538,345351525,Anne Rice,female, United States    
41544,034538475X,Anne Rice,female, United States    
41550,345334531,Anne Rice,female, United States    
41556,515093556,Anne Rice,female, United States    
41562,679405283,Anne Rice,female, United States    
41568,345396936,Anne Rice,female, United States    
41574,679454489,Anne Rice,female, United States    
41580,679433023,Anne Rice,female, United States    
41586,679412956,Anne Rice,female, United States    
41592,345389417,Anne Rice,female, United States    
41598,345404319,Anne Rice,female, United States    
41604,679433015,Anne Rice,female, United States    
41610,345401964,Anne Rice,female, United States    
41616,067942573X,Anne Rice,female, United States    
41622,345422406,Anne Rice,female, United States    
41628,3442442532,Anne Rice,female, United States    
41634,375401601,Anne Rice,female, United States    
41640,345389425,Anne Rice,female, United States    
41646,679454497,Anne Rice,female, United States    
41652,345377648,Anne Rice,female, United States    
41658,345373707,Anne Rice,female, United States    
41664,345397819,Anne Rice,female, United States    
41670,679438335,Anne Rice,female, United States    
41676,375416218,Anne Rice,female, United States    
41682,8477226776,Anne Rice,female, United States    
41688,345425308,Anne Rice,female, United States    
41694,679460381,Anne Rice,female, United States    
41700,345376048,Anne Rice,female, United States    
41706,844065880X,Anne Rice,female, United States    
41712,449210634,Anne Rice,female, United States    
41718,345310594,Anne Rice,female, United States    
41724,8448040023,Anne Rice,female, United States    
41730,3442430534,Anne Rice,female, United States    
41736,345360001,Anne Rice,female, United States    
41742,345362608,Anne Rice,female, United States    
41748,99271087,Anne Rice,female, United States    
41754,8440641494,Anne Rice,female, United States    
41760,394556178,Anne Rice,female, United States    
41766,1558171053,Anne Rice,female, United States    
41772,877958262,Anne Rice,female, United States    
41778,2266032119,Anne Rice,female, United States    
41784,8466302948,Anne Rice,female, United States    
41790,344243193X,Anne Rice,female, United States    
41796,3455062644,Anne Rice,female, United States    
41802,3442426642,Anne Rice,female, United States    
41808,833563505,Anne Rice,female, United States    
41814,833563521,Anne Rice,female, United States    
41820,833563513,Anne Rice,female, United States    
41826,2266034839,Anne Rice,female, United States    
41832,345424468,Anne Rice,female, United States    
41838,679759042,Anne Rice,female, United States    
41844,8466300279,Anne Rice,female, United States    
41850,701167173,Anne Rice,female, United States    
41856,452152984,Anne Rice,female, United States    
41862,8440673914,Anne Rice,female, United States    
41868,2266101544,Anne Rice,female, United States    
41874,849550166X,Anne Rice,female, United States    
