,ISBN,bookTitle,book_average_rating
41790,344243193X,Hexenstunde.,3.75
41796,3455062644,Merrick oder die Schuld des Vampirs,3.75
41802,3442426642,Tanz der Hexen.,3.75
41808,833563505,The Queen of the Damned (Vampire Chronicles (Paperback)),3.75
41814,833563521,The Vampire Lestat (Vampire Chronicles (Paperback)),3.75
41820,833563513,Interview With the Vampire (Vampire Chronicles (Paperback)),3.75
41826,2266034839,Entretien Avec UN Vampire/Interview With the Vampire,3.75
41832,345424468,Violin/Open Market Edition,3.75
41838,679759042,Servant of the Bones (Random House Large Print),3.75
41844,8466300279,La hora de las brujas (The Witching Hour),3.75
41850,701167173,The Vampire Armand (Vampire Chronicles),3.75
41856,452152984,The Sleeping Beauty Novels: The Claiming of Sleeping Beauty/Beauty's Punishment/Beauty's Release (Boxed Set),3.75
41862,8440673914,El sirviente de los huesos,3.75
41868,2266101544,Lestat le Vampire / Lestat the Vampire,3.75
41874,849550166X,Lestat el vampiro,3.75
41880,8495501252,Entrevista con el vampiro,3.75
41886,679411623,The Tale of the Body Thief,3.75
41892,394573188,The Queen of the Damned/Audio Cassette (Norton Critical Edition),3.75
41898,394577051,The Vampire Lestat,3.75
41904,3442434009,Nachtmahr. Ein Roman aus der Chronik der Vampire.,3.75
41910,037541620X,The Anne Rice Collection: Mayfair Witches : Lasher/the Witching Hour/Taltos,3.75
41916,8466305084,Memnoch El Diablo,3.75
41922,8466302360,El Ladron De Cuerpos,3.75
41928,8440642261,La Reina de Los Condenados,3.75
41934,8440691459,Liberacion de la Bella Durmiente,3.75
41940,8440666896,El Ladron De Cuerpos,3.75
41946,8440695675,LA Horas De LA Brujas (Punto de Lectura),3.75
41952,345256085,Interview With the Vampire,3.75
41958,345429303,Vampire Armand,3.75
41964,345331974,Interview With the Vampire 1,3.75
41970,2226031332,Lestat le vampire,3.75
41976,679458093,Interview With Anne Rice: A Conversation Between Anne Rice and Michael Riley,3.75
41982,8440665881,La Liberacion de La Bella Durmiente,3.75
41988,8448040031,LA Reina De Los Condenados,3.75
41994,8466304398,Armand El Vampiro,3.75
42000,2266083481,Memnoch Le Demon,3.75
42006,8466300252,El Sirviente De Los Huesos,3.75
42012,523420633,Cry to Heaven,3.75
42018,8440685548,Taltos,3.75
42024,344244103X,Die Mayfair- Hexen.,3.75
42030,885020082X,Pandora,3.75
42042,345419626,Queen of the Damned (Vampire Chronicles (Paperback)),3.75
42048,345409647,Interview With the Vampire,3.75
42054,2266080873,La voix des anges,3.75
42060,3442098432,Der Konigin der Verdmmen / Queen of the Damned,3.75
42066,701135832,The Witching Hour,3.75
42072,344244196X,Memnoch der Teufel.,3.75
42078,9500814331,El Ladron De Cuerpos,3.75
42084,8466304657,Taltos,3.75
42090,671247557,FEAST OF ALL STS : A NOVEL,3.75
42096,965330257,Blood Canticle (The Vampire Chronicles),3.75
42102,226612157X,Lestat le Vampire / Lestat the Vampire,3.75
42108,3442422477,Die Mumie oder Ramses der Verdammte. Roman.,3.75
42120,517357682,Servant of the Bones,3.75
42126,375702180,Pandora: New Tales of the Vampires (Random House Large Print),3.75
42132,394579453,The Mummy or Ramses the Damned,3.75
42138,2266044591,LA Reine Des Damnes,3.75
42144,345383885,The Tale of the Body Thief,3.75
42150,308102282,Your Erroneous Zones,4.16
42152,60192305,There's a Spiritual Solution to Every Problem,4.16
42154,380016699,Your Erroneous Zones,4.16
42156,1561708755,10 Secrets for Success and Inner Peace,4.16
42158,60919760,Your Erroneous Zones : Step-by-Step Advice for Escaping the Trap of Negative Thinking and Taking Control of Your Life,4.16
42160,380699575,What Do You Really Want for Your Children?,4.16
42162,8425309506,Tus Zonas Erroneas/Your Erroneous Zones,4.16
42164,1401902154,The Power of Intention: Learning to Co-Create Your World Your Way,4.16
42166,61094757,Your Sacred Self: Making the Decision to Be Free,4.16
42168,60177861,Your Sacred Self,4.16
42170,671249894,SKY THE LIMIT,4.16
42172,671684612,Gifts From Eykis: A Story of Self-Discovery,4.16
42174,8425327733,Tus Zonas Erroneas,4.16
42176,380443880,Pulling Our Own Strings: Feminist Humor,4.16
42178,843970738X,Construye Tu Destino,4.16
42180,60919752,Pulling Your Own Strings : Dynamic Techniques for Dealing with Other People and Living Your Life As You Choose,4.16
42182,030810336X,Pulling Your Own Strings,4.16
42184,60935839,Your Sacred Self: Making the Decision to Be Free,4.16
42186,1561701262,Staying on the Path,4.16
42188,8425336260,La Fuerza del Espiritu,4.16
42190,671431099,The Sky's the Limit,4.16
42192,60175281,Manifest Your Destiny: The Nine Spiritual Principles for Getting Everything You Want,4.16
42194,688080405,You'll See It When You Believe It,4.16
42196,60929693,Wisdom of the Ages: 60 Days to Enlightenment,4.16
42198,156170315X,Meditations for Manifesting : Morning and Evening Meditations to Literally Create Your Heart's Desire,4.16
42200,1561703486,A Promise Is a Promise: An Almost Unbelievable Story of a Mother's Unconditional Love and What It Can Teach Us,4.16
42202,671639641,GIFTS FROM EYKIS,4.16
42204,60937335,You'll See It When You Believe It: The Way to Your Personal Transformation,4.16
42206,60192313,Wisdom of the Ages: A Modern Master Brings Eternal Truth into Everyday Life,4.16
42208,671639323,SKY THE LIMIT,4.16
42210,140190131X,Getting in the Gap: Making Conscious Contact with God Through Meditation (Book with CD),4.16
42212,60929707,There's a Spiritual Solution to Every Problem,4.16
42214,006017143X,The Night Listener,3.64
42216,3499134446,Tollivers Reisen. Stadtgeschichten IV.,3.64
42218,3499134411,Stadtgeschichten Band 1,3.64
42220,2264032200,Maybe the moon,3.64
42222,006093090X,The Night Listener : A Novel,3.64
42224,60924349,Maybe the Moon : A Novel,3.64
42226,60920335,Sure of You,3.64
42228,60910992,Babycakes,3.64
42230,60164662,"28 Barbary Lane : A \Tales of the City\"" Omnibus""",3.64
42232,60964073,Babycakes,3.64
42234,60964065,Further Tales of the City,3.64
42236,60964057,More Tales of the City,3.64
42238,60924802,Tales of the city (Tales of the city series),3.64
42240,60924810,Significant Others (Tales of the City Series),3.64
42242,60166495,Back to Barbary Lane: The Final Tales of the City Omnibus,3.64
42244,60165529,Maybe the Moon: A Novel,3.64
42246,60161647,Sure of You,3.64
42248,60964081,Significant Others,3.64
42250,60961260,Significant Others,3.64
42252,60929383,More Tales of the City (Showtime Tie-In Edition),3.64
42254,345320379,Tales of the City,3.64
42256,3499136570,Die Kleine.,3.64
42258,3499134438,Noch mehr Stadtgeschichten. Stadtgeschichten III.,3.64
42260,60186690,Tales of the City,3.64
42262,694523232,Tales of the City Audio Collection,3.64
42264,60550864,Significant Others,3.64
42266,694521442,The Night Listener: A Spoken Word Serial,3.64
42268,349913442X,Mehr Stadtgeschichten. Stadtgeschichten II.,3.64
42270,60906545,Tales of the city (Harper colophon books),3.64
42272,006017143x,The Night Listener,3.64
42274,345351908,The Tales of the City,3.64
42276,345311701,Tales of the City,3.64
42278,3499134462,SchluÃ?Â? mit lustig. Stadtgeschichten VI.,3.64
42280,679401377,The Hellfire Club,3.95
42283,451179188,Throat,3.95
42286,451168690,Mystery,3.95
42289,525246606,Koko,3.95
42292,449006883,Magic Terror: Seven Tales,3.95
42295,679401385,Mr. X,3.95
42298,451162145,Koko,3.95
42301,3453177541,SchattenbrÃ?Â¼der.,3.95
42304,425062856,Floating Dragon,3.95
42307,425097269,Shadowland,3.95
42310,671441981,GHOST STY,3.95
42313,449149900,Mr. X,3.95
42316,425188221,Shadowland,3.95
42319,671885995,PETER STRAUB'S GHOSTS (HORROW WRITERS OF AMERICA ) (Horror Writers Association Presents),3.95
42322,671685635,Ghost Story,3.95
42325,425050564,Shadowland,3.95
42328,525249249,Houses Without Doors,3.95
42331,3453187997,Das geheimnisvolle MÃ?Â¤dchen / Die fremde Frau. Zwei Romane in einem Band.,3.95
42334,525935037,The Throat,3.95
42337,345415000,The Hellfire Club,3.95
42340,345438671,If You Could See Me Now,3.95
42343,425097250,Floating Dragon,3.95
42346,698109597,Ghost Story,3.95
42349,671734687,JULIA : JULIA,3.95
42352,451170822,Houses Without Doors (Signet),3.95
42355,3548255868,Hellfire Club. Reise in die Nacht.,3.95
42358,671648896,GHOST STY,3.95
42361,671451936,IF YOU SEE ME NOW,3.95
42364,140071873,Koko,3.95
42367,671734679,IF YOU COULD SEE ME NOW : IF YOU COULD SEE ME NOW,3.95
42370,671423770,GHOST STY,3.95
42373,525248188,Mystery,3.95
42376,037541603X,Magic Terror,3.95
42379,671725920,HOUSES WITHOUT DOORS CST,3.95
42382,425189643,Floating Dragon,3.95
42385,375503935,Magic Terror: Seven Tales,3.95
42388,671652435,IF YOU SEE ME NOW,3.95
42391,8401321344,LA Obsesion De Julia/Julia,3.95
42394,3453099672,Das geheimnisvolle MÃ?Â¤dchen.,3.95
42397,671452835,JULIA,3.95
42400,146001079,Blue Rose,3.95
42403,067149564X,JULIA,3.95
42406,425057615,Shadowland,3.95
42409,671506331,IF YOU SEE ME NOW,3.95
42412,671738593,Mr. X : A Novel,3.95
42415,425051528,Shadowland Intl Ed,3.95
42418,671624237,IF YOU SEE ME NOW,3.95
42421,425082075,Shadowland,3.95
42424,671748793,MRS. GOD,3.95
42427,425082067,Floating Dragon,3.95
42430,752825127,Pork Pie Hat,3.95
42433,425070530,Floating Dragon Can,3.95
42436,671601067,GHOST STY,3.95
42439,345438655,Julia,3.95
42442,816152446,The Women in His Life (G K Hall Large Print Book Series),3.69
42444,61012289,A Secret Affair,3.69
42446,61092088,Dangerous to Know,3.69
42448,345388593,Angel,3.69
42450,60177225,Dangerous to Know,3.69
42452,61095869,Her Own Rules,3.69
42454,345345738,Women in His Life,3.69
42456,440235146,A Sudden Change of Heart,3.69
42458,553277901,Woman of Substance,3.69
42460,61094404,Power of a Woman,3.69
42462,345379365,Remember,3.69
42464,61008079,A Woman of Substance,3.69
42466,60182687,Power of a Woman,3.69
42468,61008095,To Be the Best,3.69
42470,440235154,Where You Belong,3.69
42472,394559584,Remember,3.69
42474,385245793,To Be the Best,3.69
42476,055327953X,To Be the Best,3.69
42478,006018650X,A Secret Affair,3.69
42480,044023719X,The Triumph of Katie Byrne,3.69
42482,553528920,Three Weeks in Paris,3.69
42484,61008109,Voice of the Heart,3.69
42486,61008087,Hold the Dream,3.69
42488,786212233,Power of a Woman (Thorndike Large Print Basic Series),3.69
42490,394559592,Angel,3.69
42492,60177233,Everything to Gain,3.69
42494,038549274X,A Sudden Change of Heart,3.69
42496,61008117,Act of Will,3.69
42498,60177217,Her Own Rules,3.69
42500,038049163X,A Woman of Substance,3.69
42502,006109207X,Everything to Gain,3.69
42504,055326253X,Voice of the Heart,3.69
42506,394559517,Women in His Life,3.69
42508,385501404,The Triumph of Katie Byrne,3.69
42510,60176806,Love in Another Town,3.69
42512,5557121005,Love in Another Town,3.69
42514,385153236,Voice of the Heart,3.69
42516,385492758,Where You Belong,3.69
42518,385181299,Act of Will,3.69
42520,61092096,Love in Another Town,3.69
42522,553525999,A Sudden Change of Heart,3.69
42524,553265547,Hold the Dream: The Sequel to a Woman of Substance,3.69
42526,553239201,Voice of the Heart,3.69
42528,739407090,Where You Belong,3.69
42530,3442552362,In den Wind geschrieben.,3.69
42532,034541859X,Remember,3.69
42534,3548254772,Bewahrt den Traum. Sonderausgabe. Roman.,3.69
42536,3442350468,Einmal den Traum erleben.,3.69
42538,344235305X,An den Ufern versinkt die Zeit.,3.69
42540,586212841,Angel,3.69
42542,3442439647,In den Wind geschrieben.,3.69
42544,61012327,Everything to Gain,3.69
42546,006109207x,Everything to Gain,3.69
42548,671222023,How to Solve Your Decorating Problems,3.69
42550,385181280,Hold the Dream: The Sequel to a Woman of Substance,3.69
42552,2253141860,A force d'aimer,3.69
42554,2253046639,Accroche-toi Ã?Â  ton rÃ?Âªve,3.69
42556,2253053104,L'espace d'une vie,3.69
42558,679408215,Remember (Random House Large Print),3.69
42560,553265342,A Woman of Substance,3.69
42562,671209981,EASY STPS SUC DECO,3.69
42564,694516848,Her Own Rules,3.69
42566,783815603,Love in Another Town (G K Hall Large Print Book Series (Paper)),3.69
42568,038049163x,A Woman of Substance,3.69
42570,345372123,Women in His Life-Om,3.69
42572,739440047,Emma's Secret,3.69
42574,679434119,Angel (Price-Less Audio Series),3.69
42576,553526030,Where You Belong,3.69
42578,821772953,The Morning After,4.11
42580,451208293,Impostress (Signet Historical Romance),4.11
42582,821769367,The Night Before,4.11
42584,821776037,Whispers,4.11
42586,1551667053,A Twist Of Fate,4.11
42588,821769340,Cold Blooded,4.11
42590,821767089,If She Only Knew,4.11
42592,821764020,Unspoken (Zebra Books),4.11
42594,821753606,Whispers,4.11
42596,451407792,Dark Sapphire (Dark Jewels Trilogy),4.11
42598,821768417,Hot Blooded (Zebra Romantic Suspense),4.11
42600,821763776,Whispers,4.11
42602,373092644,Midnight Sun #2 (Silhouette Special Edition),4.11
42604,373471769,Renegade Son  (Montana) (Born in the USA),4.11
42606,451407776,Dark Ruby (Dark Jewels Trilogy),4.11
42608,451203623,Wild and Wicked,4.11
42610,743480910,Enchantress,4.11
42612,821760386,Twice Kissed,4.11
42614,373483686,Fortune'S Children Christmas,4.11
42616,821772945,Santa Baby,4.11
42618,821744550,Treasures,4.11
42620,821759868,Intimacies,4.11
42622,373765924,Best-Kept Lies (Silhouette Desire #1592),4.11
42624,1551669579,Mystic,4.11
42626,821776053,See How She Dies,4.11
42628,821763091,Wishes,4.11
42630,373482647,0373953194 Christmas Stories 1993,4.11
42632,821751603,Wishes,4.11
42634,821770543,Intimacies,4.11
42636,821763458,Treasures,4.11
42638,037309244X,Innocent By Associat,4.11
42640,671885340,Outlaw,4.11
42642,373483953,Tis The Season (By Request 2s) (By Request 2's),4.11
42644,373821573,Obsession (Family),4.11
42646,373093152,Yesterday'S Lies (Silhouette Special Edition),4.11
42648,451209915,Dark Emerald,4.11
42650,373092334,Dangerous Preceden,4.11
42652,821748297,Intimacies,4.11
42654,373218249,The Shadow of Time (Silhouette Single Title),4.11
42656,451407784,Dark Emerald (Topaz Historical Romance),4.11
42658,553576925,Hiding in the Shadows (Shadows Trilogy (Paperback)),3.96
42659,553585681,Always a Thief,3.96
42660,553585118,Once a Thief,3.96
42661,739412930,Stealing Shadows,3.96
42662,055357695X,Out of the Shadows (Shadows Trilogy (Paperback)),3.96
42663,553571842,After Caroline,3.96
42664,553583441,Touching Evil,3.96
42665,553575538,Stealing Shadows (Shadows Trilogy (Paperback)),3.96
42666,553569651,On Wings Of Magic,3.96
42667,553252836,Summer of the Unicorn,3.96
42668,553099485,After Caroline,3.96
42669,515114235,On Her Doorstep,3.96
42670,553099493,Finding Laura,3.96
42671,515137146,Enchanted,3.96
42672,553571850,Finding Laura,3.96
42673,3442354927,Die Frau auf den Klippen.,3.96
42674,440105749,Breathless Surrender,3.96
42675,553569163,My Guardian Angel,3.96
42676,553762605,My Guardian Angel,3.96
42677,553803166,Hunting Fear,3.96
42678,055329654X,The Delaney Christmas Carol,3.96
42679,553292560,The Matchmaker,3.96
42680,739420283,Whisper of Evil,3.96
42681,515108987,Kissed by Magic/Belonging to Taylor,3.96
42682,380765721,Avon Books Presents: Christmas Love Stories,3.96
42683,739413031,Out of the Shadows,3.96
42684,739428934,Once a Thief,3.96
42685,553581678,Yours 2 Keep,3.96
42686,425188256,Enchanted,3.96
42687,688169678,We Are Our Mothers' Daughters,3.58
42688,60959541,From This Day Forward,3.58
42689,688151981,We Are Our Mothers' Daughters,3.58
42690,1567403085,We Are Our Mothers' Daughters (Hazelden Meditations Flip Book),3.58
42691,60090251,Founding Mothers: The Women Who Raised Our Nation,3.58
42692,688168914,From This Day Forward,3.58
42693,1567408826,From This Day Forward,3.58
42694,590687301,Ralph S. Mouse,4.22
42698,380709260,Socks (Cleary Reissue),4.22
42702,380709538,Runaway Ralph (Cleary Reissue),4.22
42706,440948991,Luckiest Girl,4.22
42710,590044931,Ramona the Pest,4.22
42714,440472091,Ramona the Pest (Ramona Quimby (Paperback)),4.22
42718,380712369,Strider (Cleary Reissue),4.22
42722,380709139,Ellen Tebbits (Cleary Reissue),4.22
42726,590373986,It's Great to Be Eight,4.22
42730,380732726,Ramona's World (Ramona Series),4.22
42734,380709600,Ramona Forever (Ramona Quimby (Paperback)),4.22
42738,038070952X,Ramona and Her Mother (Ramona Quimby (Paperback)),4.22
42742,380709236,Emily's Runaway Imagination (Cleary Reissue),4.22
42746,440717949,Dear Mr Henshaw,4.22
42750,440432960,Henry and Ribsy (Henry Huggins (Paperback)),4.22
42754,380709163,Ramona and Her Father (Avon Camelot Books (Paperback)),4.22
42758,440417945,Dear Mr. Henshaw,4.22
42762,440473519,Ramona the Brave (Ramona Quimby (Paperback)),4.22
42766,380709546,Ramona the Pest (Ramona Quimby (Paperback)),4.22
42770,440454115,Mitch and Amy,4.22
42774,440760755,The Mouse and the Motorcycle,4.22
42778,380709244,The Mouse and the Motorcycle,4.22
42782,044042299X,Ellen Tebbits,4.22
42786,440432952,Henry and Beezus (Henry Huggins (Paperback)),4.22
42790,440772109,Ramona Forever (Ramona Quimby (Paperback)),4.22
42794,440472415,Ramona and Her Father (Ramona Quimby (Paperback)),4.22
42798,044040665X,Beezus and Ramona,4.22
42802,440475821,Ralph S. Mouse,4.22
42806,688037852,Ramona Forever (Ramona Quimby (Hardcover)),4.22
42810,440472431,Ramona and Her Mother (Ramona Quimby (Paperback)),4.22
42814,380709570,Ralph S. Mouse (Cleary Reissue),4.22
42818,380728028,Strider,4.22
42822,380728079,Sister of the Bride,4.22
42826,038070918X,Beezus and Ramona,4.22
42830,380709554,Ribsy (Cleary Reissue),4.22
42834,038070921X,Henry and the Paper Route (Cleary Reissue),4.22
42838,380710870,Muggie Maggie (Cleary Reissue),4.22
42842,440773504,Ramona Quimby Age 8,4.22
42846,380709147,Henry and Beezus (Cleary Reissue),4.22
42850,380728060,The Luckiest Girl (An Avon Camelot Book),4.22
42854,440943582,Jean and Johnny,4.22
42858,380709201,Fifteen,4.22
42862,380709287,Sister of the Bride,4.22
42866,440975964,Sister of the Bride,4.22
42870,044021937X,Ramona Forever (Ramona Quimby (Paperback)),4.22
42874,440460751,The Mouse and the Motorcycle,4.22
42878,380709120,Henry Huggins (50th Anniversary Edition),4.22
42882,688024068,Dear Mr. Henshaw,4.22
42886,380709597,Ramona the Brave (Avon Camelot Books (Paperback)),4.22
42890,380728052,Jean and Johnny (Avon Camelot Books (Paperback)),4.22
42894,380709171,Henry and Ribsy 50th Anniversary Edition (Avon Camelot Books (Paperback)),4.22
42898,440482569,Socks,4.22
42902,440422159,Emily's Runaway Imagination,4.22
42906,380709589,Dear Mr. Henshaw (Cleary Reissue),4.22
42910,380728001,Henry Huggins,4.22
42914,440474566,Ribsy,4.22
42918,688221955,Ramona and Her Mother (Ramona Quimby (Hardcover)),4.22
42922,694525294,Henry Huggins,4.22
42926,380727463,My Own Two Feet: A Memoir,4.22
42930,440475198,Runaway Ralph,4.22
42934,044043551X,Henry Huggins,4.22
42938,440433053,Henry and the Clubhouse (Henry Huggins (Paperback)),4.22
42942,688168167,Ramona's World (Ramona Quimby (Paperback)),4.22
42946,380709198,Otis Spofford (Cleary Reissue),4.22
42950,60532998,The Luckiest Girl (rack) (Cleary Reissue),4.22
42954,688210767,Beezus and Ramona,4.22
